"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "n_publications" "n_methods" "n_evidence" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"4754" "YLR148W" "PEP3" "YLR396C" "VPS33" 8 7 9 "A" 0.30267 NA 0.4935
"4755" "YLR148W" "PEP3" "YMR231W" "PEP5" 6 5 9 "A" 0.11124 NA 0.5504
"4756" "YLR154W-C" "TAR1" "YML110C" "COQ5" 1 2 2 "D" NA NA NA
"4757" "YLR170C" "APS1" "YPR029C" "APL4" 3 2 3 "A" 0.32096 0.698366542310397 0.3944
"4758" "YLR175W" "CBF5" "YNL124W" "NAF1" 7 3 8 "C" 0.25628 NA 0.3214
"4759" "YLR175W" "CBF5" "YNL142W" "MEP2" 1 2 2 "C" 0.16454 NA -0.233
"4760" "YLR178C" "TFS1" "YOL081W" "IRA2" 2 3 4 "D" -0.01912 0.0309593078641484 0.2565
"4761" "YLR181C" "VTA1" "YLR181C" "VTA1" 2 2 2 "D" NA NA NA
"4762" "YLR181C" "VTA1" "YPR173C" "VPS4" 18 8 27 "C" 0.14635 0.368157531390017 0.4313
"4763" "YLR186W" "EMG1" "YLR186W" "EMG1" 3 3 4 "A" NA NA NA
"4764" "YLR190W" "MMR1" "YLR190W" "MMR1" 1 2 2 "D" NA NA NA
"4765" "YLR190W" "MMR1" "YMR117C" "SPC24" 3 1 3 "C" -0.04347 NA NA
"4766" "YLR190W" "MMR1" "YOR326W" "MYO2" 4 4 7 "C" 0.10912 NA NA
"4767" "YLR191W" "PEX13" "YLR191W" "PEX13" 5 4 5 "A" NA NA NA
"4768" "YLR191W" "PEX13" "YML035C" "AMD1" 2 1 2 "C" 0.02939 -0.0166687890059201 0.275
"4769" "YLR191W" "PEX13" "YMR026C" "PEX12" 4 4 4 "B" 0.35663 0.499337970920971 0.3632
"4770" "YLR191W" "PEX13" "YNL094W" "APP1" 1 2 2 "C" 0.02757 0.253046529732379 0.448
"4771" "YLR191W" "PEX13" "YNL152W" "INN1" 1 2 2 "C" 0.02195 NA 0.1651
"4772" "YLR191W" "PEX13" "YNL214W" "PEX17" 3 2 3 "A" 0.12763 0.640287800685516 NA
"4773" "YLR191W" "PEX13" "YOL044W" "PEX15" 2 2 2 "C" 0.32888 0.560162373559831 NA
"4774" "YLR191W" "PEX13" "YOR181W" "LAS17" 1 2 2 "B" 0.02682 NA 0.2522
"4775" "YLR192C" "HCR1" "YOR361C" "PRT1" 6 4 7 "A" 0.08154 NA 0.5508
"4776" "YLR197W" "NOP56" "YMR229C" "RRP5" 2 2 2 "B" 0.16417 NA 0.8531
"4777" "YLR197W" "NOP56" "YOR310C" "NOP58" 9 4 9 "A" 0.26109 NA 0.8767
"4778" "YLR200W" "YKE2" "YNL153C" "GIM3" 2 2 2 "A" 0.61425 NA 0.5611
"4779" "YLR200W" "YKE2" "YPL174C" "NIP100" 2 2 2 "B" 0.04831 NA 0.2885
"4780" "YLR206W" "ENT2" "YOR127W" "RGA1" 1 2 2 "C" 0.04618 0.0317191101911033 0.3054
"4781" "YLR206W" "ENT2" "YPL115C" "BEM3" 2 1 2 "C" 0.08345 -0.00787883342058019 0.3867
"4782" "YLR207W" "HRD3" "YMR297W" "PRC1" 6 3 7 "C" 0.00355 -0.0330538587850575 0.3175
"4783" "YLR207W" "HRD3" "YOL013C" "HRD1" 10 7 12 "A" 0.23909 0.473075950778218 0.5677
"4784" "YLR208W" "SEC13" "YPL085W" "SEC16" 4 3 4 "A" 0.15263 NA 0.1365
"4785" "YLR211C" "ATG38" "YLR211C" "ATG38" 2 5 5 "D" NA NA NA
"4786" "YLR211C" "ATG38" "YLR240W" "VPS34" 2 2 3 "C" NA NA 0.3292
"4787" "YLR212C" "TUB4" "YNL126W" "SPC98" 6 3 8 "A" 0.06509 NA 0.3555
"4788" "YLR216C" "CPR6" "YNL330C" "RPD3" 1 2 2 "B" 0.09694 NA 0.2293
"4789" "YLR216C" "CPR6" "YPL240C" "HSP82" 14 7 19 "A" -0.0034 -0.121265120291674 0.7281
"4790" "YLR223C" "IFH1" "YOR039W" "CKB2" 3 2 3 "A" NA NA 0.2908
"4791" "YLR223C" "IFH1" "YOR061W" "CKA2" 2 3 3 "B" NA NA 0.3672
"4792" "YLR223C" "IFH1" "YPR104C" "FHL1" 5 4 6 "A" NA NA 0.4908
"4793" "YLR226W" "BUR2" "YPR161C" "SGV1" 6 4 8 "D" 0.19916 NA 0.4726
"4794" "YLR229C" "CDC42" "YNL271C" "BNI1" 5 1 5 "B" 0.21171 NA NA
"4795" "YLR229C" "CDC42" "YNL298W" "CLA4" 11 4 11 "A" 0.126 NA 0.3241
"4796" "YLR229C" "CDC42" "YOL113W" "SKM1" 3 1 3 "A" 0.04993 NA NA
"4797" "YLR229C" "CDC42" "YOR127W" "RGA1" 7 3 8 "A" 0.09169 NA 0.3894
"4798" "YLR229C" "CDC42" "YPL115C" "BEM3" 3 1 3 "A" 0.07131 NA 0.3918
"4799" "YLR229C" "CDC42" "YPL158C" "AIM44" 3 2 4 "C" 0.06374 NA -0.0749
"4800" "YLR229C" "CDC42" "YPL161C" "BEM4" 5 3 6 "A" 0.22085 NA 0.127
"4801" "YLR229C" "CDC42" "YPL242C" "IQG1" 3 2 3 "C" 0.09895 NA 0.1704
"4802" "YLR234W" "TOP3" "YMR190C" "SGS1" 14 4 14 "A" 0.65955 NA 0.4481
"4803" "YLR238W" "FAR10" "YMR052W" "FAR3" 2 3 4 "A" 0.28932 0.431434574062899 NA
"4804" "YLR240W" "VPS34" "YPL120W" "VPS30" 6 7 9 "A" NA NA 0.4602
"4805" "YLR246W" "ERF2" "YOL110W" "SHR5" 2 3 3 "D" 0.09226 -0.125030306469923 0.2578
"4806" "YLR248W" "RCK2" "YMR243C" "ZRC1" 2 2 3 "C" 0.0184 0.0382899393143261 0.1943
"4807" "YLR248W" "RCK2" "YOR018W" "ROD1" 2 2 2 "C" 0.03025 0.185891565122251 0.3346
"4808" "YLR254C" "NDL1" "YLR314C" "CDC3" 2 1 2 "C" 0.02212 NA NA
"4809" "YLR254C" "NDL1" "YNL103W" "MET4" 2 1 2 "C" NA NA NA
"4810" "YLR254C" "NDL1" "YOR269W" "PAC1" 2 2 2 "D" 0.12901 0.178650462030484 NA
"4811" "YLR256W" "HAP1" "YPL240C" "HSP82" 4 2 4 "C" 0.02414 NA 0.1674
"4812" "YLR258W" "GSY2" "YLR258W" "GSY2" 4 3 4 "D" NA NA NA
"4813" "YLR259C" "HSP60" "YPL240C" "HSP82" 2 2 2 "C" -0.00526 NA 0.5847
"4814" "YLR262C" "YPT6" "YNL044W" "YIP3" 1 2 2 "C" 0.02591 NA 0.3347
"4815" "YLR263W" "RED1" "YLR263W" "RED1" 5 2 5 "A" NA NA NA
"4816" "YLR263W" "RED1" "YOR351C" "MEK1" 2 3 4 "C" 0.02117 -0.171756516964521 0.3001
"4817" "YLR263W" "RED1" "YPL194W" "DDC1" 2 1 2 "B" 0.02019 -0.157653863255001 0.3963
"4818" "YLR265C" "NEJ1" "YLR265C" "NEJ1" 1 2 2 "A" NA NA NA
"4819" "YLR268W" "SEC22" "YMR183C" "SSO2" 3 3 4 "C" -0.03978 0.282464850657879 0.4452
"4820" "YLR268W" "SEC22" "YOR106W" "VAM3" 3 2 3 "C" -0.06824 0.219254248110743 0.4012
"4821" "YLR268W" "SEC22" "YPL232W" "SSO1" 5 3 5 "B" 0.01535 0.105030399804179 0.3215
"4822" "YLR268W" "SEC22" "YPR181C" "SEC23" 3 2 3 "B" 0.19408 NA 0.3125
"4823" "YLR270W" "DCS1" "YLR270W" "DCS1" 3 4 4 "D" NA NA NA
"4824" "YLR270W" "DCS1" "YOR173W" "DCS2" 4 5 5 "D" 0.01887 NA NA
"4825" "YLR276C" "DBP9" "YMR229C" "RRP5" 2 2 2 "C" 0.13691 NA 0.7016
"4826" "YLR288C" "MEC3" "YOR368W" "RAD17" 14 7 16 "A" 0.48647 0.841270452348634 0.4739
"4827" "YLR288C" "MEC3" "YPL194W" "DDC1" 7 6 8 "A" 0.48278 0.796797038917091 0.4128
"4828" "YLR291C" "GCD7" "YOR260W" "GCD1" 9 5 12 "A" 0.24727 NA 0.6034
"4829" "YLR292C" "SEC72" "YLR292C" "SEC72" 2 2 2 "A" NA NA NA
"4830" "YLR292C" "SEC72" "YLR301W" "HRI1" 2 2 2 "C" -0.01115 NA 0.6267
"4831" "YLR292C" "SEC72" "YOR254C" "SEC63" 10 6 10 "A" 0.20544 NA 0.5088
"4832" "YLR293C" "GSP1" "YLR335W" "NUP2" 2 2 2 "B" 0.41054 NA 0.4247
"4833" "YLR293C" "GSP1" "YLR347C" "KAP95" 14 3 14 "B" 0.19051 NA 0.3838
"4834" "YLR293C" "GSP1" "YOR160W" "MTR10" 3 2 3 "B" NA NA 0.3198
"4835" "YLR293C" "GSP1" "YPL125W" "KAP120" 3 2 4 "B" NA NA 0.2756
"4836" "YLR301W" "HRI1" "YLR301W" "HRI1" 2 2 2 "D" NA NA NA
"4837" "YLR304C" "ACO1" "YLR304C" "ACO1" 2 3 3 "D" NA NA NA
"4838" "YLR309C" "IMH1" "YLR309C" "IMH1" 2 2 3 "D" NA NA NA
"4839" "YLR309C" "IMH1" "YOR216C" "RUD3" 2 2 3 "D" 0.17573 0.377220710117293 0.5197
"4840" "YLR310C" "CDC25" "YLR310C" "CDC25" 1 2 2 "A" NA NA NA
"4841" "YLR310C" "CDC25" "YNL098C" "RAS2" 9 6 10 "C" -0.0457 NA 0.1333
"4842" "YLR310C" "CDC25" "YOR101W" "RAS1" 3 2 3 "C" -0.07466 NA 0.1582
"4843" "YLR312C" "ATG39" "YPR049C" "ATG11" 1 2 2 "C" 0.0228 -0.0435726083749734 NA
"4844" "YLR313C" "SPH1" "YLR362W" "STE11" 2 1 2 "B" NA NA NA
"4845" "YLR314C" "CDC3" "YMR055C" "BUB2" 1 2 2 "C" 0.0437 NA NA
"4846" "YLR314C" "CDC3" "YNL166C" "BNI5" 3 2 3 "C" 0.00997 NA NA
"4847" "YLR314C" "CDC3" "YOR156C" "NFI1" 1 2 2 "B" -0.03253 NA NA
"4848" "YLR314C" "CDC3" "YOR191W" "ULS1" 2 1 2 "C" -0.01142 NA NA
"4849" "YLR315W" "NKP2" "YPR046W" "MCM16" 3 3 3 "A" 0.14877 NA NA
"4850" "YLR319C" "BUD6" "YLR319C" "BUD6" 2 2 2 "A" NA NA NA
"4851" "YLR319C" "BUD6" "YNL271C" "BNI1" 6 2 6 "A" 0.46918 NA NA
"4852" "YLR320W" "MMS22" "YPR135W" "CTF4" 4 4 5 "C" 0.32543 NA 0.3317
"4853" "YLR324W" "PEX30" "YLR324W" "PEX30" 3 3 3 "D" NA NA NA
"4854" "YLR328W" "NMA1" "YLR328W" "NMA1" 2 2 2 "D" NA NA NA
"4855" "YLR329W" "REC102" "YMR133W" "REC114" 2 1 2 "C" 0.00423 0.0355430414316047 NA
"4856" "YLR330W" "CHS5" "YLR330W" "CHS5" 2 2 2 "A" NA NA NA
"4857" "YLR330W" "CHS5" "YMR237W" "BCH1" 6 9 11 "A" 0.24147 0.325368885787935 0.3447
"4858" "YLR332W" "MID2" "YLR429W" "CRN1" 1 2 2 "C" 0.03808 0.160923059018274 0.2185
"4859" "YLR332W" "MID2" "YMR183C" "SSO2" 1 2 2 "D" -0.01889 -0.0701013405912481 0.0947
"4860" "YLR332W" "MID2" "YNL098C" "RAS2" 1 2 2 "D" 0.00099 0.194198473658106 0.1306
"4861" "YLR332W" "MID2" "YOL109W" "ZEO1" 2 1 2 "D" -0.01356 0.0267374242194632 NA
"4862" "YLR335W" "NUP2" "YLR347C" "KAP95" 11 3 12 "A" 0.42193 NA 0.3411
"4863" "YLR335W" "NUP2" "YNL189W" "SRP1" 11 3 12 "A" 0.24906 NA 0.4803
"4864" "YLR336C" "SGD1" "YPL268W" "PLC1" 1 2 2 "D" NA NA 0.3597
"4865" "YLR336C" "SGD1" "YPR144C" "NOC4" 2 2 2 "C" NA NA 0.6964
"4866" "YLR337C" "VRP1" "YMR032W" "HOF1" 3 2 5 "C" NA NA 0.0616
"4867" "YLR337C" "VRP1" "YMR109W" "MYO5" 10 6 14 "C" 0.09717 NA 0.5194
"4868" "YLR337C" "VRP1" "YOR181W" "LAS17" 8 4 11 "A" 0.34542 NA 0.6347
"4869" "YLR340W" "RPP0" "YOL039W" "RPP2A" 4 3 6 "A" 0.07694 NA 0.8254
"4870" "YLR347C" "KAP95" "YMR047C" "NUP116" 10 4 12 "A" NA NA 0.4123
"4871" "YLR347C" "KAP95" "YNL189W" "SRP1" 17 8 19 "A" NA NA 0.328
"4872" "YLR347C" "KAP95" "YOR098C" "NUP1" 20 5 22 "A" NA NA 0.5206
"4873" "YLR350W" "ORM2" "YLR350W" "ORM2" 3 2 3 "D" NA NA NA
"4874" "YLR350W" "ORM2" "YOL075C" "" 1 2 2 "D" -0.01284 0.00211502622112067 NA
"4875" "YLR350W" "ORM2" "YOR153W" "PDR5" 1 2 2 "D" 0.01615 NA NA
"4876" "YLR350W" "ORM2" "YOR328W" "PDR10" 1 2 2 "D" 0.05 0.24738249887112 NA
"4877" "YLR351C" "NIT3" "YLR351C" "NIT3" 1 2 2 "D" NA NA NA
"4878" "YLR357W" "RSC2" "YMR224C" "MRE11" 1 2 2 "B" NA NA 0.5546
"4879" "YLR360W" "VPS38" "YPL120W" "VPS30" 4 7 8 "A" 0.56745 0.854134107320281 0.604
"4880" "YLR362W" "STE11" "YLR362W" "STE11" 14 5 14 "A" NA NA NA
"4881" "YLR362W" "STE11" "YPL161C" "BEM4" 1 2 2 "B" NA NA 0.3128
"4882" "YLR362W" "STE11" "YPL240C" "HSP82" 5 3 5 "B" NA NA 0.3237
"4883" "YLR368W" "MDM30" "YMR035W" "IMP2" 2 2 2 "B" -0.01268 NA 0.2892
"4884" "YLR369W" "SSQ1" "YOR232W" "MGE1" 3 3 3 "C" NA NA 0.2755
"4885" "YLR369W" "SSQ1" "YPL135W" "ISU1" 4 3 5 "D" NA NA 0.3597
"4886" "YLR371W" "ROM2" "YPR165W" "RHO1" 3 2 3 "B" NA NA 0.3344
"4887" "YLR378C" "SEC61" "YMR149W" "SWP1" 2 3 3 "B" 0.11769 NA 0.3291
"4888" "YLR378C" "SEC61" "YOR085W" "OST3" 2 1 2 "B" 0.10214 NA 0.5537
"4889" "YLR378C" "SEC61" "YOR103C" "OST2" 2 3 3 "B" 0.09132 NA 0.139
"4890" "YLR378C" "SEC61" "YOR254C" "SEC63" 8 8 12 "B" 0.24907 NA 0.4655
"4891" "YLR383W" "SMC6" "YOL034W" "SMC5" 6 4 7 "A" 0.23148 NA 0.6961
"4892" "YLR384C" "IKI3" "YLR384C" "IKI3" 3 3 4 "A" NA NA NA
"4893" "YLR384C" "IKI3" "YNL272C" "SEC2" 1 2 2 "C" 0.01643 NA 0.3021
"4894" "YLR384C" "IKI3" "YPL101W" "ELP4" 10 8 13 "A" 0.58565 NA 0.3703
"4895" "YLR386W" "VAC14" "YLR386W" "VAC14" 5 4 6 "D" NA NA NA
"4896" "YLR386W" "VAC14" "YNL054W" "VAC7" 1 2 2 "D" 0.33466 NA 0.3017
"4897" "YLR386W" "VAC14" "YNL325C" "FIG4" 5 4 6 "D" 0.17178 0.154834823051112 0.3717
"4898" "YLR396C" "VPS33" "YML001W" "YPT7" 4 3 4 "B" 0.0903 NA 0.2589
"4899" "YLR396C" "VPS33" "YMR231W" "PEP5" 8 5 9 "A" 0.11436 NA 0.5737
"4900" "YLR396C" "VPS33" "YPL045W" "VPS16" 8 5 9 "A" 0.437 NA 0.5977
"4901" "YLR397C" "AFG2" "YMR047C" "NUP116" 1 2 2 "C" 0.00104 NA 0.459
"4902" "YLR398C" "SKI2" "YPR189W" "SKI3" 5 6 8 "A" 0.46929 0.757967407702532 0.6656
"4903" "YLR399C" "BDF1" "YMR227C" "TAF7" 2 3 4 "B" 0.05333 NA 0.3258
"4904" "YLR399C" "BDF1" "YNL107W" "YAF9" 3 3 3 "A" NA NA 0.2669
"4905" "YLR404W" "SEI1" "YLR404W" "SEI1" 2 2 3 "D" NA NA NA
"4906" "YLR409C" "UTP21" "YMR229C" "RRP5" 2 3 3 "B" -0.01018 NA 0.7672
"4907" "YLR413W" "INA1" "YLR413W" "INA1" 2 2 2 "D" NA NA NA
"4908" "YLR417W" "VPS36" "YMR077C" "VPS20" 2 1 2 "B" 0.64336 0.893157125913277 0.411
"4909" "YLR417W" "VPS36" "YPL002C" "SNF8" 7 6 10 "A" 0.31927 0.91159908003426 0.3615
"4910" "YLR417W" "VPS36" "YPL065W" "VPS28" 4 5 5 "B" 0.54955 0.941931365271673 0.3488
"4911" "YLR417W" "VPS36" "YPL240C" "HSP82" 2 2 2 "B" -0.05242 -0.0173542425174152 0.1716
"4912" "YLR418C" "CDC73" "YLR418C" "CDC73" 2 2 2 "A" NA NA NA
"4913" "YLR418C" "CDC73" "YML010W" "SPT5" 2 2 3 "A" NA NA 0.3815
"4914" "YLR418C" "CDC73" "YOL051W" "GAL11" 3 2 3 "B" 0.05526 NA 0.3778
"4915" "YLR418C" "CDC73" "YPR086W" "SUA7" 2 2 2 "C" 0.09572 NA 0.3878
"4916" "YLR423C" "ATG17" "YPL166W" "ATG29" 9 6 12 "A" -0.01826 NA 0.3797
"4917" "YLR423C" "ATG17" "YPR049C" "ATG11" 3 2 3 "A" 0.01068 NA 0.3351
"4918" "YLR423C" "ATG17" "YPR105C" "COG4" 1 2 2 "B" -0.05146 NA 0.3151
"4919" "YLR423C" "ATG17" "YPR185W" "ATG13" 11 6 14 "A" -0.02602 NA 0.5016
"4920" "YLR424W" "SPP382" "YLR424W" "SPP382" 2 2 2 "A" NA NA NA
"4921" "YLR424W" "SPP382" "YMR213W" "CEF1" 2 3 3 "A" 0.02998 NA 0.5035
"4922" "YLR424W" "SPP382" "YNL224C" "SQS1" 2 2 2 "C" 0.06327 NA 0.5881
"4923" "YLR429W" "CRN1" "YLR429W" "CRN1" 3 1 3 "A" NA NA NA
"4924" "YLR429W" "CRN1" "YNL094W" "APP1" 2 1 2 "C" 0.02396 -0.104950104792714 0.3159
"4925" "YLR429W" "CRN1" "YPL032C" "SVL3" 4 1 4 "C" -0.05438 -0.100256316358619 0.3858
"4926" "YLR430W" "SEN1" "YMR239C" "RNT1" 3 2 4 "A" -0.06214 NA 0.336
"4927" "YLR430W" "SEN1" "YPL190C" "NAB3" 3 3 4 "A" -0.01162 NA 0.3217
"4928" "YLR432W" "IMD3" "YLR432W" "IMD3" 2 2 2 "D" NA NA NA
"4929" "YLR432W" "IMD3" "YML056C" "IMD4" 3 3 3 "D" -0.00543 -0.217651644118143 0.6912
"4930" "YLR433C" "CNA1" "YNL047C" "SLM2" 2 1 2 "B" -0.02448 0.111112062638397 NA
"4931" "YLR433C" "CNA1" "YOR324C" "FRT1" 3 1 3 "C" 0.00682 0.160530702325309 0.2185
"4932" "YLR438C-A" "LSM3" "YLR438C-A" "LSM3" 3 3 5 "A" NA NA NA
"4933" "YLR438C-A" "LSM3" "YNL147W" "LSM7" 5 2 5 "A" 0.3637 NA NA
"4934" "YLR438W" "CAR2" "YPL240C" "HSP82" 2 2 2 "C" 0.05567 0.0315450168074543 0.2202
"4935" "YLR439W" "MRPL4" "YNL177C" "MRPL22" 2 2 2 "A" 0.1296 NA NA
"4936" "YLR439W" "MRPL4" "YPL215W" "CBP3" 1 2 2 "C" NA NA 0.6115
"4937" "YLR440C" "SEC39" "YNL258C" "DSL1" 6 5 9 "A" NA NA 0.4974
"4938" "YLR441C" "RPS1A" "YML093W" "UTP14" 1 2 2 "C" 0.1749 NA 0.3444
"4939" "YLR442C" "SIR3" "YLR442C" "SIR3" 10 7 13 "A" NA NA NA
"4940" "YLR442C" "SIR3" "YNL216W" "RAP1" 8 6 13 "A" NA NA NA
"4941" "YLR442C" "SIR3" "YOR290C" "SNF2" 1 2 2 "B" NA NA NA
"4942" "YLR447C" "VMA6" "YMR054W" "STV1" 3 3 3 "A" 0.0644 NA 0.2593
"4943" "YLR447C" "VMA6" "YOR270C" "VPH1" 8 6 10 "A" 0.13523 NA 0.5528
"4944" "YLR449W" "FPR4" "YLR449W" "FPR4" 3 3 3 "A" NA NA NA
"4945" "YLR449W" "FPR4" "YML074C" "FPR3" 2 2 2 "C" -0.0139 0.0291542944900474 0.5659
"4946" "YLR449W" "FPR4" "YNL186W" "UBP10" 2 2 2 "C" 0.05555 NA NA
"4947" "YLR449W" "FPR4" "YOL041C" "NOP12" 1 2 2 "C" -0.01242 -0.0571682232683171 0.6789
"4948" "YLR449W" "FPR4" "YPL146C" "NOP53" 2 3 3 "C" 0.01856 NA 0.5439
"4949" "YLR450W" "HMG2" "YMR022W" "UBC7" 3 3 3 "D" -0.02584 0.179566995693823 0.2136
"4950" "YLR453C" "RIF2" "YNL216W" "RAP1" 4 6 8 "A" 0.05366 NA NA
"4951" "YLR457C" "NBP1" "YLR457C" "NBP1" 2 3 3 "A" NA NA NA
"4952" "YLR457C" "NBP1" "YML031W" "NDC1" 2 1 2 "B" NA NA 0.1559
"4953" "YML001W" "YPT7" "YMR231W" "PEP5" 3 2 3 "B" 0.1092 NA 0.1893
"4954" "YML001W" "YPT7" "YNL263C" "YIF1" 1 2 2 "C" NA NA 0.2838
"4955" "YML001W" "YPT7" "YOR370C" "MRS6" 2 2 2 "C" -0.01717 NA 0.0591
"4956" "YML008C" "ERG6" "YML008C" "ERG6" 2 2 2 "D" NA NA NA
"4957" "YML010W" "SPT5" "YNL102W" "POL1" 2 2 2 "B" NA NA 0.2123
"4958" "YML010W" "SPT5" "YNL201C" "PSY2" 4 2 5 "B" NA NA 0.2362
"4959" "YML010W" "SPT5" "YOL145C" "CTR9" 2 3 3 "A" NA NA NA
"4960" "YML013W" "UBX2" "YML013W" "UBX2" 2 2 2 "A" NA NA NA
"4961" "YML015C" "TAF11" "YML098W" "TAF13" 6 2 6 "A" 0.33765 NA 0.2685
"4962" "YML019W" "OST6" "YOR103C" "OST2" 3 3 4 "A" 0.15944 NA 0.372
"4963" "YML023C" "NSE5" "YOR156C" "NFI1" 2 2 2 "B" 0.14338 NA NA
"4964" "YML028W" "TSA1" "YML028W" "TSA1" 7 4 8 "D" NA NA NA
"4965" "YML029W" "USA1" "YOL013C" "HRD1" 5 5 7 "A" 0.13855 0.33128089935393 0.4679
"4966" "YML031W" "NDC1" "YMR129W" "POM152" 3 2 3 "A" NA NA 0.5857
"4967" "YML031W" "NDC1" "YMR153W" "NUP53" 3 3 3 "A" NA NA NA
"4968" "YML031W" "NDC1" "YPR028W" "YOP1" 2 2 3 "C" NA NA 0.1475
"4969" "YML032C" "RAD52" "YML032C" "RAD52" 5 2 5 "A" NA NA NA
"4970" "YML032C" "RAD52" "YNL312W" "RFA2" 4 3 5 "B" 0.11633 NA 0.3249
"4971" "YML034W" "SRC1" "YNL189W" "SRP1" 1 4 4 "C" 0.0237 NA 0.1543
"4972" "YML048W" "GSF2" "YML048W" "GSF2" 2 2 2 "D" NA NA NA
"4973" "YML051W" "GAL80" "YML051W" "GAL80" 6 7 9 "D" NA NA NA
"4974" "YML051W" "GAL80" "YPL248C" "GAL4" 26 7 30 "D" 0.02206 0.0964755295085268 NA
"4975" "YML056C" "IMD4" "YML056C" "IMD4" 2 2 2 "D" NA NA NA
"4976" "YML057W" "CMP2" "YNL047C" "SLM2" 1 2 2 "B" 0.02748 0.0771853107508019 NA
"4977" "YML057W" "CMP2" "YOR324C" "FRT1" 2 2 2 "C" 0.03445 0.320358685386246 0.1838
"4978" "YML058W" "SML1" "YML058W" "SML1" 2 2 3 "D" NA NA NA
"4979" "YML062C" "MFT1" "YNL139C" "THO2" 6 6 7 "A" NA NA 0.2836
"4980" "YML063W" "RPS1B" "YNL207W" "RIO2" 3 2 3 "B" 0.07283 NA 0.3414
"4981" "YML064C" "TEM1" "YML064C" "TEM1" 1 2 2 "D" NA NA NA
"4982" "YML064C" "TEM1" "YPL242C" "IQG1" 2 3 3 "D" NA NA 0.3711
"4983" "YML065W" "ORC1" "YPR162C" "ORC4" 11 7 12 "A" 0.38776 NA 0.3871
"4984" "YML067C" "ERV41" "YML067C" "ERV41" 3 2 3 "A" NA NA NA
"4985" "YML074C" "FPR3" "YML074C" "FPR3" 2 2 2 "D" NA NA NA
"4986" "YML074C" "FPR3" "YPL146C" "NOP53" 3 4 4 "D" 0.13618 NA 0.3244
"4987" "YML075C" "HMG1" "YML075C" "HMG1" 2 2 2 "D" NA NA NA
"4988" "YML077W" "BET5" "YOR115C" "TRS33" 4 3 4 "A" 0.14968 NA 0.5366
"4989" "YML079W" "" "YML079W" "" 1 2 2 "D" NA NA NA
"4990" "YML085C" "TUB1" "YNL148C" "ALF1" 1 2 2 "C" NA NA 0.136
"4991" "YML085C" "TUB1" "YPL253C" "VIK1" 1 2 2 "B" NA NA NA
"4992" "YML085C" "TUB1" "YPR141C" "KAR3" 2 2 3 "C" NA NA 0.3004
"4993" "YML092C" "PRE8" "YOR157C" "PUP1" 3 3 3 "A" 0.02213 NA 0.748
"4994" "YML093W" "UTP14" "YMR128W" "ECM16" 5 4 6 "C" NA NA 0.8621
"4995" "YML093W" "UTP14" "YMR290C" "HAS1" 2 2 2 "C" 0.01144 NA 0.7102
"4996" "YML093W" "UTP14" "YNL132W" "KRE33" 2 2 2 "C" 0.21178 NA 0.7881
"4997" "YML093W" "UTP14" "YOR096W" "RPS7A" 1 2 2 "C" 0.06154 NA 0.2934
"4998" "YML093W" "UTP14" "YOR145C" "PNO1" 2 2 3 "C" 0.13756 NA 0.7067
"4999" "YML095C" "RAD10" "YOL090W" "MSH2" 2 3 4 "C" 0.02547 0.177416810623401 0.2357
"5000" "YML095C" "RAD10" "YPL022W" "RAD1" 13 5 16 "A" -0.00201 0.93845231916002 0.4965
"5001" "YML097C" "VPS9" "YOR089C" "VPS21" 2 3 4 "D" 0.28905 0.63157409907532 0.0947
"5002" "YML098W" "TAF13" "YPR072W" "NOT5" 1 2 2 "B" NA NA 0.2216
"5003" "YML099C" "ARG81" "YMR042W" "ARG80" 3 2 4 "D" 0.05234 0.303887274041456 NA
"5004" "YML099C" "ARG81" "YMR043W" "MCM1" 3 3 4 "D" 0.01266 NA 0.3158
"5005" "YML100W" "TSL1" "YML100W" "TSL1" 2 2 2 "A" NA NA NA
"5006" "YML102W" "CAC2" "YPR018W" "RLF2" 6 3 6 "A" 0.46684 0.550923452294095 0.512
"5007" "YML103C" "NUP188" "YMR047C" "NUP116" 4 4 4 "A" 0.07261 NA 0.546
"5008" "YML103C" "NUP188" "YOR098C" "NUP1" 2 2 2 "A" NA NA 0.243
"5009" "YML109W" "ZDS2" "YML109W" "ZDS2" 3 2 3 "A" NA NA NA
"5010" "YML109W" "ZDS2" "YMR273C" "ZDS1" 2 1 2 "A" -0.01152 0.313533425609081 0.4395
"5011" "YML109W" "ZDS2" "YNL271C" "BNI1" 3 2 3 "B" -0.03744 NA NA
"5012" "YML109W" "ZDS2" "YNL298W" "CLA4" 3 2 3 "B" -0.01018 NA 0.488
"5013" "YML109W" "ZDS2" "YPR165W" "RHO1" 2 1 2 "B" -0.00197 NA 0.2709
"5014" "YML114C" "TAF8" "YMR005W" "TAF4" 2 2 2 "A" 0.44208 NA 0.5051
"5015" "YML115C" "VAN1" "YPL050C" "MNN9" 7 5 8 "A" NA NA 0.6827
"5016" "YML120C" "NDI1" "YML120C" "NDI1" 3 3 5 "D" NA NA NA
"5017" "YML121W" "GTR1" "YML121W" "GTR1" 6 4 6 "A" NA NA NA
"5018" "YML121W" "GTR1" "YNL113W" "RPC19" 2 2 3 "B" 0.03311 NA 0.4124
