"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "n_publications" "n_methods" "n_evidence" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"1112" "YDL014W" "NOP1" "YDL014W" "NOP1" 2 2 2 "A" NA NA NA
"1113" "YDL014W" "NOP1" "YEL026W" "SNU13" 4 3 4 "A" NA NA 0.8277
"1114" "YDL014W" "NOP1" "YGR159C" "NSR1" 2 2 2 "C" NA NA 0.7719
"1115" "YDL014W" "NOP1" "YJR055W" "HIT1" 2 2 2 "C" NA NA 0.3238
"1116" "YDL014W" "NOP1" "YLR197W" "NOP56" 8 4 8 "A" 0.15345 NA 0.8308
"1117" "YDL014W" "NOP1" "YMR229C" "RRP5" 2 2 2 "B" 0.14937 NA 0.818
"1118" "YDL014W" "NOP1" "YOR310C" "NOP58" 11 5 11 "A" NA NA 0.8155
"1119" "YDL014W" "NOP1" "YPR137W" "RRP9" 2 2 2 "A" NA NA 0.6138
"1120" "YDL015C" "TSC13" "YLR372W" "ELO3" 2 2 2 "D" 0.09109 NA 0.3226
"1121" "YDL015C" "TSC13" "YPL240C" "HSP82" 2 2 2 "C" -0.00393 NA -0.0485
"1122" "YDL017W" "CDC7" "YDL017W" "CDC7" 3 4 4 "A" NA NA NA
"1123" "YDL017W" "CDC7" "YDL132W" "CDC53" 2 1 2 "B" -0.00905 NA 0.2715
"1124" "YDL017W" "CDC7" "YDR052C" "DBF4" 24 7 29 "A" 0.47462 NA 0.3611
"1125" "YDL017W" "CDC7" "YHR154W" "RTT107" 1 2 2 "C" 0.09815 NA 0.3558
"1126" "YDL017W" "CDC7" "YLR274W" "MCM5" 2 3 3 "B" 0.20764 NA 0.3963
"1127" "YDL017W" "CDC7" "YPL153C" "RAD53" 3 4 4 "C" 0.22776 NA 0.4964
"1128" "YDL017W" "CDC7" "YPR018W" "RLF2" 2 2 2 "B" 0.03301 NA 0.4275
"1129" "YDL017W" "CDC7" "YPR019W" "MCM4" 9 4 10 "B" 0.1205 NA 0.4468
"1130" "YDL018C" "ERP3" "YGL002W" "ERP6" 2 2 2 "C" -0.01443 0.287880465302604 0.2632
"1131" "YDL018C" "ERP3" "YHR110W" "ERP5" 3 2 3 "A" -0.0484 -0.0260797304703307 0.6564
"1132" "YDL019C" "OSH2" "YDL019C" "OSH2" 2 2 2 "D" NA NA NA
"1133" "YDL019C" "OSH2" "YKL129C" "MYO3" 1 2 2 "D" 0.00974 0.139285048624954 NA
"1134" "YDL019C" "OSH2" "YMR109W" "MYO5" 3 4 5 "D" -0.02923 0.119343486603435 0.5483
"1135" "YDL020C" "RPN4" "YIL007C" "NAS2" 2 1 2 "C" 0.04846 NA 0.3923
"1136" "YDL020C" "RPN4" "YNL189W" "SRP1" 1 2 2 "B" 0.02997 NA 0.2581
"1137" "YDL022W" "GPD1" "YGL037C" "PNC1" 2 2 2 "D" 0.00862 -0.0295031196172308 0.6752
"1138" "YDL028C" "MPS1" "YDL028C" "MPS1" 3 3 3 "D" NA NA NA
"1139" "YDL028C" "MPS1" "YDR162C" "NBP2" 2 2 2 "D" -0.03504 NA NA
"1140" "YDL028C" "MPS1" "YIL106W" "MOB1" 2 3 4 "D" -0.06136 NA NA
"1141" "YDL028C" "MPS1" "YIL144W" "NDC80" 4 5 5 "C" 0.01639 NA NA
"1142" "YDL029W" "ARP2" "YDR172W" "SUP35" 2 2 2 "C" 0.01432 NA 0.1627
"1143" "YDL029W" "ARP2" "YIL095W" "PRK1" 1 2 2 "C" 0.19112 NA 0.1846
"1144" "YDL029W" "ARP2" "YJR065C" "ARP3" 11 5 12 "A" 0.01411 NA 0.5938
"1145" "YDL029W" "ARP2" "YOR117W" "RPT5" 2 2 2 "B" -0.0793 NA 0.491
"1146" "YDL029W" "ARP2" "YOR181W" "LAS17" 8 5 8 "B" 0.2066 NA 0.2597
"1147" "YDL030W" "PRP9" "YDL043C" "PRP11" 4 4 5 "A" 0.11788 NA 0.4226
"1148" "YDL030W" "PRP9" "YJL203W" "PRP21" 8 4 8 "A" 0.03144 NA NA
"1149" "YDL031W" "DBP10" "YDL031W" "DBP10" 1 3 3 "A" NA NA NA
"1150" "YDL031W" "DBP10" "YDR060W" "MAK21" 1 2 2 "C" NA NA NA
"1151" "YDL031W" "DBP10" "YFR001W" "LOC1" 1 3 3 "C" 0.03682 NA NA
"1152" "YDL031W" "DBP10" "YKL082C" "RRP14" 1 2 2 "C" 0.14378 NA NA
"1153" "YDL031W" "DBP10" "YKL172W" "EBP2" 1 3 3 "A" 0.06032 NA NA
"1154" "YDL031W" "DBP10" "YLL008W" "DRS1" 1 3 3 "A" 0.18189 NA NA
"1155" "YDL031W" "DBP10" "YML074C" "FPR3" 1 2 2 "C" 0.01928 NA NA
"1156" "YDL031W" "DBP10" "YMR049C" "ERB1" 1 2 2 "A" 0.17707 NA NA
"1157" "YDL031W" "DBP10" "YMR290C" "HAS1" 3 4 5 "A" 0.10159 NA NA
"1158" "YDL031W" "DBP10" "YOL041C" "NOP12" 1 2 2 "C" 0.13574 NA NA
"1159" "YDL031W" "DBP10" "YOR206W" "NOC2" 2 4 4 "A" NA NA NA
"1160" "YDL031W" "DBP10" "YPL043W" "NOP4" 2 5 5 "C" 0.10842 NA NA
"1161" "YDL031W" "DBP10" "YPL093W" "NOG1" 2 3 3 "A" 0.16037 NA NA
"1162" "YDL035C" "GPR1" "YER020W" "GPA2" 4 2 5 "D" NA 0.724366504722069 0.359
"1163" "YDL040C" "NAT1" "YHR013C" "ARD1" 3 5 5 "A" 0.32831 NA 0.5602
"1164" "YDL042C" "SIR2" "YDL042C" "SIR2" 5 4 5 "A" NA NA NA
"1165" "YDL042C" "SIR2" "YDR110W" "FOB1" 7 5 7 "C" NA NA 0.3432
"1166" "YDL042C" "SIR2" "YDR227W" "SIR4" 25 5 26 "A" NA NA NA
"1167" "YDL042C" "SIR2" "YDR363W" "ESC2" 3 1 3 "C" NA NA 0.1304
"1168" "YDL042C" "SIR2" "YEL032W" "MCM3" 1 2 2 "B" NA NA 0.4823
"1169" "YDL042C" "SIR2" "YGR192C" "TDH3" 1 2 2 "B" NA NA -0.0397
"1170" "YDL042C" "SIR2" "YIL150C" "MCM10" 3 2 4 "C" NA NA 0.3577
"1171" "YDL042C" "SIR2" "YJL076W" "NET1" 16 5 18 "A" NA NA 0.2672
"1172" "YDL042C" "SIR2" "YMR307W" "GAS1" 1 2 2 "C" NA NA 0.1791
"1173" "YDL042C" "SIR2" "YOL017W" "ESC8" 2 2 3 "C" NA NA NA
"1174" "YDL042C" "SIR2" "YPL240C" "HSP82" 2 2 2 "B" NA NA -0.0462
"1175" "YDL043C" "PRP11" "YGL049C" "TIF4632" 2 2 2 "B" -0.11394 NA 0.2475
"1176" "YDL043C" "PRP11" "YGR162W" "TIF4631" 2 2 2 "B" NA NA 0.3749
"1177" "YDL043C" "PRP11" "YJL203W" "PRP21" 10 7 11 "A" 0.36872 NA NA
"1178" "YDL043C" "PRP11" "YMR117C" "SPC24" 2 1 2 "B" 0.04277 NA 0.2767
"1179" "YDL044C" "MTF2" "YFL036W" "RPO41" 2 2 2 "D" 0.17546 NA NA
"1180" "YDL051W" "LHP1" "YER125W" "RSP5" 2 2 2 "B" -0.02702 NA 0.1836
"1181" "YDL053C" "PBP4" "YGR178C" "PBP1" 3 2 3 "D" 0.1592 0.69017918364674 NA
"1182" "YDL056W" "MBP1" "YHR206W" "SKN7" 1 2 2 "D" 0.02101 NA 0.2297
"1183" "YDL056W" "MBP1" "YLR182W" "SWI6" 7 5 8 "D" 0.09208 NA 0.4892
"1184" "YDL058W" "USO1" "YDL058W" "USO1" 4 3 4 "D" NA NA NA
"1185" "YDL059C" "RAD59" "YDL059C" "RAD59" 2 2 3 "D" NA NA NA
"1186" "YDL059C" "RAD59" "YGR056W" "RSC1" 1 2 2 "C" NA NA NA
"1187" "YDL059C" "RAD59" "YJL092W" "SRS2" 1 2 2 "D" NA 0.468802267451343 0.1635
"1188" "YDL059C" "RAD59" "YLR357W" "RSC2" 1 2 2 "C" NA NA 0.2906
"1189" "YDL059C" "RAD59" "YML032C" "RAD52" 8 3 9 "C" 0.18345 NA 0.3021
"1190" "YDL060W" "TSR1" "YNL207W" "RIO2" 12 6 12 "A" 0.0178 NA 0.7467
"1191" "YDL063C" "SYO1" "YPL131W" "RPL5" 1 2 2 "C" 0.10243 NA 0.3199
"1192" "YDL063C" "SYO1" "YPR102C" "RPL11A" 1 2 2 "C" 0.15183 NA 0.2656
"1193" "YDL064W" "UBC9" "YDL064W" "UBC9" 3 2 3 "D" NA NA NA
"1194" "YDL064W" "UBC9" "YDR390C" "UBA2" 6 3 8 "D" NA NA 0.1684
"1195" "YDL064W" "UBC9" "YDR409W" "SIZ1" 12 4 13 "D" 0.13398 NA 0.0352
"1196" "YDL064W" "UBC9" "YDR510W" "SMT3" 7 5 7 "D" 0.28459 NA 0.4541
"1197" "YDL064W" "UBC9" "YGR140W" "CBF2" 2 1 2 "C" -0.02616 NA 0.3962
"1198" "YDL064W" "UBC9" "YJL092W" "SRS2" 2 3 4 "D" 0.20394 NA 0.233
"1199" "YDL064W" "UBC9" "YLR032W" "RAD5" 1 2 2 "C" 0.02953 NA 0.1606
"1200" "YDL064W" "UBC9" "YLR045C" "STU2" 2 2 3 "C" -0.01787 NA 0.2773
"1201" "YDL064W" "UBC9" "YLR394W" "CST9" 1 2 2 "D" -0.00937 NA 0.0144
"1202" "YDL064W" "UBC9" "YML023C" "NSE5" 2 2 2 "C" 0.17528 NA 0.1741
"1203" "YDL064W" "UBC9" "YML032C" "RAD52" 2 2 2 "C" 0.07226 NA 0.0688
"1204" "YDL064W" "UBC9" "YMR190C" "SGS1" 3 1 3 "C" 0.28441 NA 0.2338
"1205" "YDL064W" "UBC9" "YMR224C" "MRE11" 2 1 2 "C" 0.12855 NA 0.0252
"1206" "YDL064W" "UBC9" "YOR156C" "NFI1" 11 3 12 "C" 0.17436 NA NA
"1207" "YDL064W" "UBC9" "YPL269W" "KAR9" 1 2 2 "D" 0.00062 NA NA
"1208" "YDL065C" "PEX19" "YDR329C" "PEX3" 6 4 7 "D" 0.36362 0.773477714513187 NA
"1209" "YDL065C" "PEX19" "YLR191W" "PEX13" 4 3 4 "C" 0.31367 0.674553402201248 NA
"1210" "YDL065C" "PEX19" "YNL214W" "PEX17" 2 3 3 "C" 0.17077 0.693275669465382 NA
"1211" "YDL065C" "PEX19" "YOL147C" "PEX11" 5 2 5 "D" 0.01256 -0.163026760733521 NA
"1212" "YDL065C" "PEX19" "YOR326W" "MYO2" 1 2 2 "C" 0.01788 NA NA
"1213" "YDL070W" "BDF2" "YER133W" "GLC7" 2 1 2 "C" 0.01515 NA 0.2864
"1214" "YDL073W" "AHK1" "YER118C" "SHO1" 2 2 2 "C" 0.02853 -0.147113806630841 0.3793
"1215" "YDL074C" "BRE1" "YDL074C" "BRE1" 7 6 8 "D" NA NA NA
"1216" "YDL074C" "BRE1" "YOL069W" "NUF2" 3 1 3 "C" -0.03861 NA 0.278
"1217" "YDL077C" "VAM6" "YDR080W" "VPS41" 17 5 18 "A" 0.26953 0.786812427319656 0.5665
"1218" "YDL077C" "VAM6" "YDR495C" "VPS3" 2 2 2 "B" 0.20726 NA 0.5902
"1219" "YDL077C" "VAM6" "YGL124C" "MON1" 2 1 2 "B" 0.31071 0.744249609435785 NA
"1220" "YDL077C" "VAM6" "YLR148W" "PEP3" 8 5 10 "A" 0.11624 NA 0.5925
"1221" "YDL077C" "VAM6" "YLR396C" "VPS33" 10 6 10 "A" 0.17281 NA 0.5816
"1222" "YDL077C" "VAM6" "YML001W" "YPT7" 11 3 14 "B" 0.41502 0.786674052297346 0.2128
"1223" "YDL077C" "VAM6" "YMR231W" "PEP5" 9 4 11 "A" 0.16005 NA 0.5732
"1224" "YDL077C" "VAM6" "YNL272C" "SEC2" 2 2 2 "C" 0.04357 NA 0.4957
"1225" "YDL077C" "VAM6" "YPL045W" "VPS16" 8 4 8 "A" 0.19688 NA 0.5651
"1226" "YDL078C" "MDH3" "YDR244W" "PEX5" 3 3 4 "D" 0.04192 0.0347593883792759 0.4168
"1227" "YDL078C" "MDH3" "YKL117W" "SBA1" 1 2 2 "D" -0.01062 0.240008640118001 0.535
"1228" "YDL080C" "THI3" "YDR081C" "PDC2" 1 2 2 "D" 0.21936 NA NA
"1229" "YDL081C" "RPP1A" "YDL130W" "RPP1B" 2 2 2 "A" 0.09359 NA 0.8683
"1230" "YDL081C" "RPP1A" "YDR382W" "RPP2B" 7 3 8 "A" 0.07224 NA 0.8781
"1231" "YDL081C" "RPP1A" "YLR340W" "RPP0" 4 3 6 "A" 0.05288 NA 0.8083
"1232" "YDL082W" "RPL13A" "YIL031W" "ULP2" 2 2 2 "C" NA NA NA
"1233" "YDL084W" "SUB2" "YDR138W" "HPR1" 5 5 6 "A" NA NA 0.0339
"1234" "YDL084W" "SUB2" "YDR381W" "YRA1" 7 5 9 "A" 0.43507 NA 0.2256
"1235" "YDL084W" "SUB2" "YDR432W" "NPL3" 2 2 2 "C" 0.17043 NA 0.1112
"1236" "YDL085C-A" "" "YLL015W" "BPT1" 1 2 2 "D" 0.01535 NA 0.0839
"1237" "YDL087C" "LUC7" "YKL012W" "PRP40" 2 3 3 "A" 0.42304 NA 0.408
"1238" "YDL088C" "ASM4" "YDL088C" "ASM4" 2 2 2 "A" NA NA NA
"1239" "YDL088C" "ASM4" "YDL116W" "NUP84" 3 2 3 "A" 0.11368 NA 0.4582
"1240" "YDL088C" "ASM4" "YFR002W" "NIC96" 2 2 2 "A" NA NA 0.505
"1241" "YDL088C" "ASM4" "YJL039C" "NUP192" 3 3 3 "A" 0.30461 NA 0.3012
"1242" "YDL088C" "ASM4" "YJL041W" "NSP1" 2 2 2 "A" 0.22095 NA 0.4113
"1243" "YDL088C" "ASM4" "YML031W" "NDC1" 4 4 4 "A" NA NA 0.3899
"1244" "YDL088C" "ASM4" "YMR153W" "NUP53" 3 2 3 "A" 0.25143 0.025752134740128 NA
"1245" "YDL091C" "UBX3" "YDL126C" "CDC48" 5 4 6 "C" 0.02134 NA 0.2988
"1246" "YDL097C" "RPN6" "YDL147W" "RPN5" 14 6 15 "A" 0.42719 NA 0.7632
"1247" "YDL099W" "BUG1" "YDL099W" "BUG1" 2 2 2 "D" NA NA NA
"1248" "YDL100C" "GET3" "YDL100C" "GET3" 14 10 22 "A" NA NA NA
"1249" "YDL100C" "GET3" "YER083C" "GET2" 5 6 10 "A" 0.45803 NA 0.3215
"1250" "YDL100C" "GET3" "YGL020C" "GET1" 7 8 14 "A" 0.44989 NA 0.2706
"1251" "YDL100C" "GET3" "YJR040W" "GEF1" 1 4 4 "C" 0.10668 0.210435634639507 0.3625
"1252" "YDL100C" "GET3" "YLR093C" "NYV1" 1 3 3 "C" 0.09229 0.237862648215225 0.2216
"1253" "YDL100C" "GET3" "YLR268W" "SEC22" 5 6 7 "B" 0.24189 0.362744316334908 0.5774
"1254" "YDL100C" "GET3" "YOL111C" "MDY2" 7 7 10 "B" 0.52227 0.520948083204166 0.1254
"1255" "YDL100C" "GET3" "YOR036W" "PEP12" 1 5 5 "C" 0.12953 NA 0.0157
"1256" "YDL100C" "GET3" "YOR164C" "GET4" 7 6 11 "B" 0.43926 0.624381971515207 0.6222
"1257" "YDL101C" "DUN1" "YML058W" "SML1" 6 2 7 "D" -0.0159 0.0110925175605122 NA
"1258" "YDL102W" "POL3" "YJR006W" "POL31" 9 6 12 "A" 0.19112 NA NA
"1259" "YDL103C" "QRI1" "YDR288W" "NSE3" 2 2 2 "C" -0.02584 NA 0.2743
"1260" "YDL104C" "QRI7" "YDL104C" "QRI7" 2 2 3 "D" NA NA NA
"1261" "YDL105W" "NSE4" "YDR288W" "NSE3" 5 4 7 "A" 0.37954 NA 0.1671
"1262" "YDL105W" "NSE4" "YHR216W" "IMD2" 2 2 2 "C" 0.00108 NA 0.0256
"1263" "YDL105W" "NSE4" "YLR007W" "NSE1" 3 3 4 "A" 0.25004 NA 0.1406
"1264" "YDL105W" "NSE4" "YLR216C" "CPR6" 2 2 2 "B" 0.04773 NA -0.0654
"1265" "YDL105W" "NSE4" "YMR186W" "HSC82" 2 2 2 "B" 0.05544 NA -0.0589
"1266" "YDL105W" "NSE4" "YNR031C" "SSK2" 2 2 2 "B" 0.04887 NA 0.0876
"1267" "YDL105W" "NSE4" "YOL034W" "SMC5" 4 4 5 "A" 0.0988 NA 0.3061
"1268" "YDL105W" "NSE4" "YOR027W" "STI1" 2 2 2 "B" 0.06365 NA -0.026
"1269" "YDL106C" "PHO2" "YDR146C" "SWI5" 5 2 6 "D" -0.00298 NA 0.1546
"1270" "YDL106C" "PHO2" "YFR034C" "PHO4" 9 4 11 "D" 0.00308 NA NA
"1271" "YDL106C" "PHO2" "YKR099W" "BAS1" 4 2 5 "D" 0.36775 NA 0.0244
"1272" "YDL108W" "KIN28" "YDL125C" "HNT1" 1 2 2 "C" 0.07233 NA 0.3002
"1273" "YDL108W" "KIN28" "YDL140C" "RPO21" 12 4 13 "B" 0.09848 NA 0.177
"1274" "YDL108W" "KIN28" "YDR460W" "TFB3" 8 7 10 "A" -0.00329 NA 0.6608
"1275" "YDL108W" "KIN28" "YPR025C" "CCL1" 8 7 10 "A" 0.14342 NA 0.4777
"1276" "YDL111C" "RRP42" "YGR158C" "MTR3" 5 6 9 "A" 0.39356 NA 0.621
"1277" "YDL111C" "RRP42" "YNL232W" "CSL4" 9 6 15 "A" 0.36854 NA 0.5786
"1278" "YDL113C" "ATG20" "YGR172C" "YIP1" 1 2 2 "C" 0.0242 NA -0.1855
"1279" "YDL113C" "ATG20" "YJL036W" "SNX4" 6 5 6 "A" 0.03693 -0.00246150344386596 0.7048
"1280" "YDL113C" "ATG20" "YPR049C" "ATG11" 2 2 3 "B" 0.03665 0.0447255464703798 0.4343
"1281" "YDL113C" "ATG20" "YPR105C" "COG4" 1 2 2 "B" 0.09863 NA 0.2995
"1282" "YDL116W" "NUP84" "YGL092W" "NUP145" 14 10 18 "A" 0.27275 NA 0.5055
"1283" "YDL116W" "NUP84" "YGL172W" "NUP49" 5 2 5 "A" NA NA 0.525
"1284" "YDL116W" "NUP84" "YKL057C" "NUP120" 11 10 15 "A" -0.02276 NA 0.5597
"1285" "YDL116W" "NUP84" "YKL068W" "NUP100" 7 3 7 "A" 0.08576 NA NA
"1286" "YDL116W" "NUP84" "YKR082W" "NUP133" 9 4 9 "A" 0.17114 NA 0.5666
"1287" "YDL117W" "CYK3" "YER118C" "SHO1" 2 3 3 "C" -0.0068 NA 0.3583
"1288" "YDL117W" "CYK3" "YLL021W" "SPA2" 1 2 2 "C" 0.11615 NA 0.2942
"1289" "YDL117W" "CYK3" "YMR032W" "HOF1" 5 4 7 "D" NA NA 0.2811
"1290" "YDL117W" "CYK3" "YNL152W" "INN1" 8 5 10 "D" 0.27088 NA 0.2312
"1291" "YDL117W" "CYK3" "YOL070C" "NBA1" 2 2 2 "D" 0.09559 NA 0.4062
"1292" "YDL117W" "CYK3" "YPR165W" "RHO1" 1 2 2 "C" NA NA 0.2272
"1293" "YDL120W" "YFH1" "YDL120W" "YFH1" 7 3 9 "D" NA NA NA
"1294" "YDL120W" "YFH1" "YGR234W" "YHB1" 1 2 2 "D" NA NA 0.2374
"1295" "YDL120W" "YFH1" "YOR176W" "HEM15" 3 2 4 "D" NA NA 0.1693
"1296" "YDL120W" "YFH1" "YPL135W" "ISU1" 9 4 11 "D" NA NA 0.2562
"1297" "YDL123W" "SNA4" "YER125W" "RSP5" 3 4 4 "C" -0.02009 NA 0.2555
"1298" "YDL125C" "HNT1" "YDL125C" "HNT1" 2 2 2 "D" NA NA NA
"1299" "YDL126C" "CDC48" "YDL126C" "CDC48" 4 4 4 "A" NA NA NA
"1300" "YDL126C" "CDC48" "YDL190C" "UFD2" 9 4 14 "C" 0.28514 NA NA
"1301" "YDL126C" "CDC48" "YDR330W" "UBX5" 3 4 5 "C" 0.1997 NA 0.5288
"1302" "YDL126C" "CDC48" "YDR510W" "SMT3" 3 3 4 "C" NA NA 0.3627
"1303" "YDL126C" "CDC48" "YEL037C" "RAD23" 3 4 4 "B" NA NA 0.524
"1304" "YDL126C" "CDC48" "YFL044C" "OTU1" 5 3 6 "C" 0.05252 NA 0.4652
"1305" "YDL126C" "CDC48" "YJL048C" "UBX6" 3 3 4 "C" -0.03132 NA NA
"1306" "YDL126C" "CDC48" "YKL213C" "DOA1" 11 6 15 "C" 0.14629 NA 0.5524
"1307" "YDL126C" "CDC48" "YLL039C" "UBI4" 8 3 8 "C" 0.07159 NA 0.6
"1308" "YDL126C" "CDC48" "YML013W" "UBX2" 14 8 17 "A" 0.08808 NA 0.3481
"1309" "YDL126C" "CDC48" "YMR067C" "UBX4" 4 4 7 "C" 0.55625 NA 0.346
"1310" "YDL127W" "PCL2" "YDR146C" "SWI5" 1 2 2 "C" 0.00296 0.135777035649414 0.152
"1311" "YDL127W" "PCL2" "YDR388W" "RVS167" 2 1 2 "C" -0.00403 NA -0.0064
"1312" "YDL127W" "PCL2" "YLL024C" "SSA2" 2 2 2 "B" 0.0363 0.0562923420411 -0.0419
"1313" "YDL127W" "PCL2" "YPL031C" "PHO85" 4 4 7 "B" 0.01655 NA 0.0087
"1314" "YDL129W" "" "YFR028C" "CDC14" 2 2 2 "C" -0.03643 NA 0.1133
"1315" "YDL130W" "RPP1B" "YDR382W" "RPP2B" 3 3 3 "A" 0.22579 NA 0.8704
"1316" "YDL130W" "RPP1B" "YLR340W" "RPP0" 2 3 4 "A" 0.0067 NA 0.8618
"1317" "YDL130W" "RPP1B" "YOL039W" "RPP2A" 3 3 4 "A" 0.17818 0.292346304438291 0.8531
"1318" "YDL130W-A" "STF1" "YDL130W-A" "STF1" 2 2 2 "A" NA NA NA
"1319" "YDL131W" "LYS21" "YER118C" "SHO1" 1 2 2 "C" -8e-05 -0.0620721469661007 0.176
"1320" "YDL131W" "LYS21" "YPL240C" "HSP82" 2 2 2 "C" 0.01646 0.0753779682607889 -0.167
"1321" "YDL132W" "CDC53" "YDR328C" "SKP1" 24 7 26 "A" NA NA 0.3304
"1322" "YDL132W" "CDC53" "YFL009W" "CDC4" 9 4 11 "A" 0.26998 NA 0.3411
"1323" "YDL132W" "CDC53" "YGL249W" "ZIP2" 2 1 2 "B" 0.02112 NA 0.117
"1324" "YDL132W" "CDC53" "YIL046W" "MET30" 8 6 10 "A" 0.20823 NA 0.2024
"1325" "YDL132W" "CDC53" "YJR090C" "GRR1" 10 5 11 "A" NA NA 0.3405
"1326" "YDL132W" "CDC53" "YLR100W" "ERG27" 2 1 2 "C" -0.01263 NA 0.2544
"1327" "YDL132W" "CDC53" "YLR128W" "DCN1" 5 4 11 "C" 0.02588 NA 0.3831
"1328" "YDL132W" "CDC53" "YLR368W" "MDM30" 3 3 3 "A" 0.01442 NA 0.1555
"1329" "YDL132W" "CDC53" "YML088W" "UFO1" 7 4 8 "A" 0.01858 NA 0.2933
"1330" "YDL132W" "CDC53" "YOL025W" "LAG2" 3 7 9 "C" 0.09561 NA NA
"1331" "YDL132W" "CDC53" "YOL133W" "HRT1" 13 7 13 "A" NA NA 0.3456
"1332" "YDL134C" "PPH21" "YNL127W" "FAR11" 2 2 2 "B" -0.0199 0.207954155373745 0.3797
"1333" "YDL134C" "PPH21" "YPR040W" "TIP41" 2 2 2 "C" 0.08448 -0.0607510221483048 0.5463
"1334" "YDL135C" "RDI1" "YLR229C" "CDC42" 3 3 3 "A" 0.06325 NA 0.444
"1335" "YDL136W" "RPL35B" "YDR101C" "ARX1" 4 2 4 "B" 0.12616 0.576157937305047 0.3321
"1336" "YDL137W" "ARF2" "YDR358W" "GGA1" 2 2 3 "D" -0.04251 -0.0161624839131813 NA
"1337" "YDL137W" "ARF2" "YHR108W" "GGA2" 2 2 3 "D" -0.0217 -0.0253646336736101 -0.0591
"1338" "YDL139C" "SCM3" "YDL139C" "SCM3" 2 2 2 "D" NA NA NA
"1339" "YDL139C" "SCM3" "YKL049C" "CSE4" 12 6 14 "C" NA NA 0.3376
"1340" "YDL140C" "RPO21" "YDR228C" "PCF11" 3 2 4 "B" 0.17947 NA 0.2154
"1341" "YDL140C" "RPO21" "YDR289C" "RTT103" 7 3 9 "B" 0.10869 NA 0.151
"1342" "YDL140C" "RPO21" "YDR301W" "CFT1" 3 3 4 "B" -0.00542 NA 0.4055
"1343" "YDL140C" "RPO21" "YDR404C" "RPB7" 13 4 13 "A" 0.0557 NA 0.3567
"1344" "YDL140C" "RPO21" "YER125W" "RSP5" 14 6 20 "B" 0.02327 NA 0.2856
"1345" "YDL140C" "RPO21" "YGL043W" "DST1" 4 3 5 "A" 0.06928 NA 0.0342
"1346" "YDL140C" "RPO21" "YGL044C" "RNA15" 1 2 2 "B" 0.02489 NA 0.2751
"1347" "YDL140C" "RPO21" "YGL070C" "RPB9" 8 4 8 "A" 0.07217 NA 0.0817
"1348" "YDL140C" "RPO21" "YGL130W" "CEG1" 6 3 7 "C" 0.06271 NA 0.1273
"1349" "YDL140C" "RPO21" "YGL244W" "RTF1" 2 4 4 "B" 0.1644 NA 0.172
"1350" "YDL140C" "RPO21" "YGR116W" "SPT6" 8 5 9 "B" 0.02456 NA 0.2762
"1351" "YDL140C" "RPO21" "YHR143W-A" "RPC10" 3 2 3 "A" NA NA 0.015
"1352" "YDL140C" "RPO21" "YIL021W" "RPB3" 30 5 30 "A" 0.20555 NA 0.188
"1353" "YDL140C" "RPO21" "YJL140W" "RPB4" 13 4 13 "A" 0.11864 NA -0.0032
"1354" "YDL140C" "RPO21" "YJR017C" "ESS1" 7 4 9 "C" 0.04363 NA 0.1194
"1355" "YDL140C" "RPO21" "YKL005C" "BYE1" 1 2 2 "C" -0.01155 NA NA
"1356" "YDL140C" "RPO21" "YKL012W" "PRP40" 2 2 3 "B" 0.02174 NA 0.0778
"1357" "YDL140C" "RPO21" "YKL028W" "TFA1" 3 3 3 "C" 0.0592 NA 0.1279
"1358" "YDL140C" "RPO21" "YKR062W" "TFA2" 3 2 3 "C" 0.1742 NA 0.1461
"1359" "YDL140C" "RPO21" "YLR115W" "CFT2" 1 2 2 "B" 0.00623 NA 0.4047
"1360" "YDL140C" "RPO21" "YLR418C" "CDC73" 5 4 6 "B" 0.14148 NA 0.2408
"1361" "YDL140C" "RPO21" "YLR430W" "SEN1" 5 4 7 "B" -0.02907 NA 0.4482
"1362" "YDL140C" "RPO21" "YMR061W" "RNA14" 3 3 4 "B" 0.05475 NA 0.0538
"1363" "YDL140C" "RPO21" "YNL251C" "NRD1" 7 5 9 "B" NA NA 0.4601
"1364" "YDL140C" "RPO21" "YOL005C" "RPB11" 7 2 7 "A" 0.28228 NA 0.0443
"1365" "YDL140C" "RPO21" "YOL145C" "CTR9" 3 3 4 "B" 0.04817 NA NA
"1366" "YDL140C" "RPO21" "YOR151C" "RPB2" 13 6 14 "A" 0.28783 NA 0.3989
"1367" "YDL140C" "RPO21" "YOR210W" "RPB10" 5 4 5 "A" 0.26596 NA 0.0415
"1368" "YDL140C" "RPO21" "YOR224C" "RPB8" 11 4 11 "A" 0.03532 NA 0.2177
"1369" "YDL140C" "RPO21" "YPR086W" "SUA7" 6 4 6 "C" 0.22709 NA 0.1077
"1370" "YDL140C" "RPO21" "YPR093C" "ASR1" 3 3 5 "C" 0.00172 NA 0.124
"1371" "YDL140C" "RPO21" "YPR187W" "RPO26" 9 4 9 "A" NA NA 0.1055
"1372" "YDL143W" "CCT4" "YDR212W" "TCP1" 2 3 3 "A" 0.43317 NA 0.5793
"1373" "YDL143W" "CCT4" "YPL240C" "HSP82" 2 2 2 "B" -0.0282 NA 0.2228
